Log Temuan,Kategori,cleaned_text
"Terdapat typo pada salah satu kalimatnya (SS1)

(SS terlampir)",Kosmetik,terdapat typo pada salah satu kalimat nya ss 1 ss terlampir
Mohon untuk bisa ditambahkan menu administrasi Audit Trail,Mayor,mohon untuk bisa ditambahkan menu administrasi audit trail
"Notif error pada saat salah username dan password tidak selaras. yang satu pakai bahasa inggris, lainnya pakai bahasa indonesia",Kosmetik,notif error pada saat salah username dan password tidak selaras yang satu pakai bahasa inggris lain nya pakai bahasa indonesia
Tidak dapat melakukan login,Fatal,tidak dapat melakukan login
Kolom 4 dan 8 kode 7100 terdapat validasi ke form 0000 namun hanya muncul pesan kolom 8 ketika dibuat tidak sesuai,Mayor,kolom 4 dan 8 kode 7100 terdapat validasi ke form 0000 namun hanya muncul pesan kolom 8 ketika dibuat tidak sesuai
Periode awal dan Periode Akhir pada pdf tidak sesuai dengan inputan,Kosmetik,periode awal dan periode akhir pada pdf tidak sesuai dengan inputan
Judul diagram tidak sesuai,Kosmetik,judul diagram tidak sesuai
Judul diagram tidak sesuai,Kosmetik,judul diagram tidak sesuai
"saat memasuki tahap 2 dan kembali ke tahap 1, file hasil upload pada tahap 1 hilang.",Mayor,saat memasuki tahap 2 dan kembali ke tahap 1 file hasil upload pada tahap 1 hilang
nomor telepon pelapor tidak ada batasan jumlah angka dan format restriction (menggunakan +62 atau 08-) guna menghindari input yang invalid<br><br>nomor telepon dapat diisi dengan alfabet<br>,Mayor,nomor telepon pelapor tidak ada batasan jumlah angka dan format restriction menggunakan 62 atau 08 guna menghindari masukan yang invalid [html_tag] [html_tag] nomor telepon dapat diisi dengan alfabet [html_tag]
"nomor identitas tidak ada batasan jumlah angka (16 angka untuk ktp, 8 angka untuk paspor, dll)<br><br>nomor identitas dapat diisi dengan alfabet",Minor,nomor identitas tidak ada batasan jumlah angka 16 angka untuk ktp 8 angka untuk paspor dll [html_tag] [html_tag] nomor identitas dapat diisi dengan alfabet
provinsi dan kota belum lengkap,Mayor,provinsi dan kota belum lengkap
"saat klik tombol lanjut, stuck di page tahap 1, tombol lanjut tidak bisa diklik lagi<br>",Fatal,saat klik tombol lanjut stuck di page tahap 1 tombol lanjut tidak bisa diklik lagi [html_tag]
field nomor telepon dapat diisi dengan jumlah angka tak terbatas,Mayor,field nomor telepon dapat diisi dengan jumlah angka tak terbatas
beberapa kolom tabel belum muncul/belum sesuai ,Mayor,beberapa kolom tabel belum muncul belum sesuai
"Ketika melakukan tambah data pengembalian dana, ketika melakukan upload dengan size file diatas ketentuan :<br><br>&nbsp;1. tampilan gagal berhasil tampil tetapi tidak ada note apa yang menyebabkan gagal (tidak seperti ketika tidak input nomor laporan lalu simpan)
<br><br>2. button simpan masih terus melakukan proses, tidak berhenti setelah pop up gagal tampil dan sudah klik OK di pop up gagal<br><br>3. input nomor laporan lebih dari 12 angka juga sama, tidak ada note error nya, hanya pop up gagal<br><br><br>-FF",Mayor,ketika melakukan tambah data pengembalian dana ketika melakukan upload dengan size file diatas ketentuan [html_tag] [html_tag] [html_tag] 1 tampilan gagal berhasil tampil tetapi tidak ada note apa yang menyebabkan gagal tidak seperti ketika tidak masukan nomor laporan lalu simpan [html_tag] [html_tag] 2 button simpan masih terus melakukan proses tidak berhenti setelah pop up gagal tampil dan sudah klik ok di pop up gagal [html_tag] [html_tag] 3 masukan nomor laporan lebih dari 12 angka juga sama tidak ada note error nya hanya pop up gagal [html_tag] [html_tag] [html_tag] ff
field Indemnity Letter terdapat typo,Kosmetik,field indemnity letter terdapat typo
Nomor rekening dapat diisi dengan alfabet,Mayor,nomor rekening dapat diisi dengan alfabet
"Ketika melakukan filter Bukti Pengembalian Dana, data yang tampil belum sesuai",Mayor,ketika melakukan filter bukti pengembalian dana data yang tampil belum sesuai
"a. untuk detail transaksi tambahan, tidak ada titik pemisah pada nominal
b. tanggal transaksi dapat diisi setelah hari ini",Mayor,a untuk detail transaksi tambahan tidak ada titik pemisah pada nominal b tanggal transaksi dapat diisi setelah hari ini
a. file yang di upload pada tahap 3 kembali kosong<br><br>b. character count pada kronologi kejadian penipuan kembali 0/4000 meskipun ada isinya,Mayor,a file yang di upload pada tahap 3 kembali kosong [html_tag] [html_tag] b character count pada kronologi kejadian penipuan kembali 0 4000 meskipun ada isi nya
Error message: internal error instead of  â€œMohon centang checkbox kesediaan melaporâ€,Minor,error message internal error instead of mohon centang checkbox kesediaan melapor
file yang diupload pada tahap 4 kembali kosong,Mayor,file yang diupload pada tahap 4 kembali kosong
hasil export excel dan pdf. melebihi data yang tampil pada web,Minor,hasil export excel dan pdf melebihi data yang tampil pada web
Tidak ada kolom untuk mengisi captcha. mengakibatkan tidak dapat proses ke summary,Fatal,tidak ada kolom untuk mengisi captcha mengakibatkan tidak dapat proses ke summary
dapat mengisi tanggal lahir dengan tanggal setelah hari ini,Mayor,dapat mengisi tanggal lahir dengan tanggal setelah hari ini
dapat mengisi tanggal setelah tanggal hari ini,Mayor,dapat mengisi tanggal setelah tanggal hari ini
"terdapat pada  detail data pelaku scam, kolom data masih belum sesuai",Mayor,terdapat pada detail data pelaku scam kolom data masih belum sesuai
"pada profile pengguna admin IASC terdapat pilihan mengubah password, sementara pada template, jika role admin IASC dan internal OJK, maka tidak terdapat opsi mengubah password",Mayor,pada profile pengguna admin iasc terdapat pilihan mengubah password sementara pada template jika role admin iasc dan internal ojk maka tidak terdapat opsi mengubah password
"setelah mengubah nama, nama pada sidebar belum berubah, harus menunggu relog untuk nama dapat berubah",Minor,setelah mengubah nama nama pada sidebar belum berubah harus menunggu relog untuk nama dapat berubah
posisi detail profil tidak konsisten,Kosmetik,posisi detail profil tidak konsisten
hasil export excel dan pdf. melebihi data yang tampil pada web,Minor,hasil export excel dan pdf melebihi data yang tampil pada web
Tidak bisa melakukan simpan tambah data baru,Fatal,tidak bisa melakukan simpan tambah data baru
Periode awal dan Periode Akhir pada pdf tidak sesuai dengan inputan,Kosmetik,periode awal dan periode akhir pada pdf tidak sesuai dengan inputan
"pada menu export data, tanpa filter&nbsp; data yang tampil masih belum sesuai",Mayor,pada menu export data tanpa filter [html_tag] data yang tampil masih belum sesuai
"Belum ada button upload excel pada kertas kerja seperti yg disebutkan pada T.1.1 ""kertas kerja analisis terdapat Tipe: Antarmuka, Excel""

(Reza)",Mayor,belum ada button upload excel pada kertas kerja seperti yang disebutkan pada t 1 1 kertas kerja analisis terdapat tipe antarmuka excel reza
"Belum ada validasi error.
<br><br>Ketika user input data baru dengan urutan yang sama data masih tersimpan dengan kondisi urutan yang redundan",Mayor,belum ada validasi error [html_tag] [html_tag] ketika user masukan data baru dengan urutan yang sama data masih tersimpan dengan kondisi urutan yang redundan
"Hasil dari PIE Chart, tidak sesuai dengan data dari tabel",Mayor,hasil dari pie chart tidak sesuai dengan data dari tabel
Penamaan field tidak sesuai mockup,Kosmetik,penamaan field tidak sesuai mockup
"Tester telah melakukan input data pada Pemeriksaan langsung, namun data belum muncul pada data tindak lanjut hasil pemeriksaan",Mayor,tester telah melakukan masukan data pada pemeriksaan langsung namun data belum muncul pada data tindak lanjut hasil pemeriksaan
"Ubah Data<br>Pada detil data, Jangka waktu sudah diisi namun ketika klik Generate menampilkan pop up ""Jangka Waktu Belum diisi""",Minor,ubah data [html_tag] pada detil data jangka waktu sudah diisi namun ketika klik generate menampilkan pop up jangka waktu belum diisi
"Ubah Data<br>Pada Tambah Data Tim Pemeriksa field Selaku terdapat pilihan yang typo ""Penyelia""",Kosmetik,ubah data [html_tag] pada tambah data tim pemeriksa field selaku terdapat pilihan yang typo penyelia
"Ubah Data<br>Pada saat tambah Data ""Dokumen Pendukung Lainnya"" di Pengirim, Penerima, dan Attachment terotomatis terisi data yang sebelumnya (data pertama yang dibuat) di Dokumen Pendukung Lainnya&nbsp;",Mayor,ubah data [html_tag] pada saat tambah data dokumen pendukung lain nya di pengirim penerima dan attachment terotomatis terisi data yang sebelumnya data pertama yang dibuat di dokumen pendukung lain nya [html_tag]
Ubah Data <br>PIE Chart tidak sesuai dengan data tabel,Mayor,ubah data [html_tag] pie chart tidak sesuai dengan data tabel
Periode awal dan Periode Akhir pada pdf tidak sesuai dengan inputan,Minor,periode awal dan periode akhir pada pdf tidak sesuai dengan inputan
"dapat upload file selain png, jpg, pdf",Mayor,dapat upload file selain png jpg pdf
"1. Nomor Identifikasi Agen (CK)<br><br>2. Pesan untuk kolom 6, 8, 27 hanya dapat diisi karakter masih menampilkan karakter | yang seharusnya tidak bisa, dan belum ditampilkan * pada pesan kesalahannya<br><br>3. belum ada validasi pada kolom 4 Jika kolom Jenis Agen adalah perseorangan maka kolom Nomor Identitas hanya dapat diisi dengan NIK (16 digit);Jika kolom Jenis Agen adalah badan usaha maka kolom Nomor Identitas hanya dapat diisi dengan NPWP (15 digit)<br><br>4. belum ada validasi ke kolom terkait untuk kolom 5 harus berformat Kode Bank (3 digit untuk bank umum dan 6 digit untuk BPR) - Kode Kota/Kabupaten&nbsp; (4 digit) - Kode Agen Perorangan atau Badan Usaha (1 digit) - Nomor Agen",Mayor,1 nomor identifikasi agen ck [html_tag] [html_tag] 2 pesan untuk kolom 6 8 27 hanya dapat diisi karakter masih menampilkan karakter yang seharusnya tidak bisa dan belum ditampilkan pada pesan kesalahan nya [html_tag] [html_tag] 3 belum ada validasi pada kolom 4 jika kolom jenis agen adalah perseorangan maka kolom nomor identitas hanya dapat diisi dengan nik 16 digit jika kolom jenis agen adalah badan usaha maka kolom nomor identitas hanya dapat diisi dengan npwp 15 digit [html_tag] [html_tag] 4 belum ada validasi ke kolom terkait untuk kolom 5 harus berformat kode bank 3 digit untuk bank umum dan 6 digit untuk bpr kode kota kabupaten [html_tag] 4 digit kode agen perorangan atau badan usaha 1 digit nomor agen
"1. Nama referensi untuk kolom 2 masih salah<br><br>2. Belum ada validasi karakter yang salah dan nilai negatif, serta pengecekan ke referensi kabupaten/kota<br><br>3. Sandi kota yang salah masih lolos validasi<br><br>4. Belum ada validasi sandi kota harus terdaftar di form 010<br><br>5. Seharusnya dapat disampaikan hanya header",Mayor,1 nama referensi untuk kolom 2 masih salah [html_tag] [html_tag] 2 belum ada validasi karakter yang salah dan nilai negatif serta pengecekan ke referensi kabupaten kota [html_tag] [html_tag] 3 sandi kota yang salah masih lolos validasi [html_tag] [html_tag] 4 belum ada validasi sandi kota harus terdaftar di form 010 [html_tag] [html_tag] 5 seharusnya dapat disampaikan hanya header
saat melakukan Filter data - Nama Penyelenggara Sumber data hasil filter tidak sesuai ,Mayor,saat melakukan filter data nama penyelenggara sumber data hasil filter tidak sesuai
Tidak bisa filter data (SS1),Mayor,tidak bisa filter data ss 1
"1. Penamaan judul form belum sesuai dengan menu
<br><br>2. Notif error belum sesuai",Minor,1 penamaan judul form belum sesuai dengan menu [html_tag] [html_tag] 2 notif error belum sesuai
"periode masih bisa di set untuk tanggal awal lebih besar dari tanggal akhir.<br><br>ketika sudah memilih tanggal sesuai ketentuan (tanggal awal dan akhirnya normal) lalu di ubah tanggal awal nya menjadi lebih dari tanggal akhir (tidak sesuai ketentuan), tanggalnya berhasil terpilih dan berhasil terfilter, walau tidak ada hasil yang tampil<br>",Mayor,periode masih bisa di set untuk tanggal awal lebih besar dari tanggal akhir [html_tag] [html_tag] ketika sudah memilih tanggal sesuai ketentuan tanggal awal dan akhirnya normal lalu di ubah tanggal awal nya menjadi lebih dari tanggal akhir tidak sesuai ketentuan tanggal nya berhasil terpilih dan berhasil terfilter walau tidak ada hasil yang tampil [html_tag]
nomor telefon dapat diisi dengan alfabet,Mayor,nomor telefon dapat diisi dengan alfabet
Tidak ada kotak inputan untuk upload file,Mayor,tidak ada kotak inputan untuk upload file
Tidak bisa melakukan simpan tambah data baru,Fatal,tidak bisa melakukan simpan tambah data baru
Di menu Pemeriksaan langsung pada detail untuk pengisian Nomor LHP tidak menjadi mandatory (data wajib isi) namun di Menu Tindak Lanjut Hasil Pemeriksaan Langsung saat ingin menambahkan data Nomor LHP adalah Mandatory (wajib isi),Minor,di menu pemeriksaan langsung pada detail untuk pengisian nomor lhp tidak menjadi mandatory data wajib isi namun di menu tindak lanjut hasil pemeriksaan langsung saat ingin menambahkan data nomor lhp adalah mandatory wajib isi
ketika klik Reset Filter kolom tanggal tidak berubah ,Minor,ketika klik reset filter kolom tanggal tidak berubah
1. Tidak ada batasan karakter pada input nomor telpon<br><br>2. nomor telpon bisa diisi alphabet,Mayor,1 tidak ada batasan karakter pada masukan nomor telpon [html_tag] [html_tag] 2 nomor telpon bisa diisi alphabet
"Email kredensial belum terkirim.

Input tambah data pengguna eksternal, tetapi belum mendapatkan email kredensial",Mayor,email kredensial belum terkirim masukan tambah data pengguna eksternal tetapi belum mendapatkan email kredensial
"saat melakukan export data, dengan menggunakan filter, hasil tampil data  masih belum sesuai",Minor,saat melakukan export data dengan menggunakan filter hasil tampil data masih belum sesuai
"Tidak bisa filter data (SS1)

SS terlampir",Mayor,tidak bisa filter data ss 1 ss terlampir
Belum bisa input sanksi dan nomor surat belum tersedia,Mayor,belum bisa masukan sanksi dan nomor surat belum tersedia
Nilai di field lain tidak terhapus saat ubah nilai di field jenis periode,Minor,nilai di field lain tidak terhapus saat ubah nilai di field jenis periode
Header blm sesuai sumber data<br><br>tolong adjust ke export pdf dan excel,Kosmetik,header belum sesuai sumber data [html_tag] [html_tag] tolong adjust ke export pdf dan excel
"Email Pengawas Mpks.Tester05 tidak muncul, yang mana pada skenario sebelumnya&nbsp;muncul ",Mayor,email pengawas mpks tester 05 tidak muncul yang mana pada skenario sebelumnya [html_tag] muncul
belum bisa melakukan export excel,Mayor,belum bisa melakukan export excel
belum bisa melakukan export excel,Mayor,belum bisa melakukan export excel
Judul belum sama dengan nama menu,Kosmetik,judul belum sama dengan nama menu
"ketika melakukan upload excel, judul kolom tabel pada excel belum sesuai seperti judul kolom pada tampilan tabel di web",Minor,ketika melakukan upload excel judul kolom tabel pada excel belum sesuai seperti judul kolom pada tampilan tabel di web
"Saat mengganti jenis periode dari Daily ke Custom Date atau Monthly, tabel masih menampilkan data dari periode Daily sebelumnya",Mayor,saat mengganti jenis periode dari daily ke custom date atau monthly tabel masih menampilkan data dari periode daily sebelumnya
1. seharusnya dapat disampaikan hanya header<br><br>2. Nama referensi untuk kolom 2 masih salah<br>,Mayor,1 seharusnya dapat disampaikan hanya header [html_tag] [html_tag] 2 nama referensi untuk kolom 2 masih salah [html_tag]
"pada hasil filter, terdapat null<br><br>NIK:&nbsp;3174054101660021",Minor,pada hasil filter terdapat null [html_tag] [html_tag] nik [html_tag]
Tidak bisa edit data pengirim dan data penerima jika filter berisi eksternal,Mayor,tidak bisa edit data pengirim dan data penerima jika filter berisi eksternal
Header blm sesuai sumber data<br><br>tolong adjust ke export pdf dan excel,Kosmetik,header belum sesuai sumber data [html_tag] [html_tag] tolong adjust ke export pdf dan excel
tidak bisa melakukan export excel ,Mayor,tidak bisa melakukan export excel
"pada page dokumen, tidak ada dokumen yang dapat dilihat/didownload, padahal sudah ditambahkan satu pada peran administrator",Mayor,pada page dokumen tidak ada dokumen yang dapat dilihat didownload padahal sudah ditambahkan satu pada peran administrator
