Log Temuan,Kategori
"pada kolom Hasil Analisis Laporan, kurang kata ""Gratifikasi""",Kosmetik
"Format tanggal belum DD-MM-YYYY pada kolom ""Tanggal jatuh Tempo terkini"" dan ""Tanggal Pembuatan TLHP"" ",Kosmetik
"perbedaan penamaan kolom dengan mockup<br><br>pada mockup tertulis ""<b>belum </b>jatuh tempo"" sedangkan pada web ""<b>sebelum</b> jatuh tempo""<br>",Kosmetik
1. belum ada vallidasi D01 jika dbuat tidak sesuai<br><br>2. Nama kolom 2 blm sesuai strukdat (SS)<br><br>3. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br>,Mayor
"-Tampilan web belum sesuai dengan mock up, pada web ""Tanggal Waktu Diproses"" pada Mock up ""Tanggal dan Waktu Diproses"". Dan&nbsp;header label tidak terdapat spasi&nbsp;(G1)<br><br>-Tata letak belum sesuai dengan mock up dan header label tidak terdapat spasi. (G2)&nbsp;",Minor
Tidak ada diagram balok (SS01),Mayor
mengisi form PSM dengan no psm yang berbeda namun tanggal dan waktu yang sama lolos validasi,Mayor
belum ada keterangan max ukuran dan type file,Mayor
"Pada saat filter Rekap tindak lanjut. pada list input report terdapat tanggal pembuatan 9 juli , tetapi pada filter rekap tindak lanjut tidak ada",Minor
"Pada Tampilan Web menggunakan ""Proses"",<br>Pada Mock Up menggunakan ""Cari"" dan button search pada ""Jenis izin"" &amp; ""Status Proses"".",Minor
"Berhasil melakukan rollback dan mengubah user pemroses, tapi data tidak tercata pada log",Mayor
Perbedaan penamaan button dengan mockup (SS01),Mayor
1. Belum ada validasi D01 jika dibuat tidak sesuai<br><br>2. Nama Kolom 2 belum sesuai strukdat&nbsp;<br><br>3.Pada baris ke 4 log error karakter tidak muncul,Mayor
"Menu yang dihighlight pada sidebar tidak sesuai dengan page yang terbuka.<br><br>Case: membuka page sentiment analysis melalui sidebar, kemudian membuka page pemantauan secara manual dengan mengetik link.
Page yang terbuka adalah pemantauan namun pada sidebar yang dihighlight adalah Sentiment Analysis.<br><br>Berlaku di semua page",Minor
"1) Kolom 1 : Belum ada validasi D01 jika dibuat tidak sesuai<br style=""font-size: 11.36px;""><br style=""font-size: 11.36px;"">2) Kolom 2 : - Nama Kolom 2 belum sesuai strukdat&nbsp;<br>- pada baris ke 4 log error karakter tidak muncul<br><br>3) Panjang karakter tidak muncul (kolom 1-4)",Mayor
"belum bisa download excel, proses loading sangat lama<br>",Mayor
"ketika setidaknya salah satu field kosong (username, password, captcha), warning muncul, tombol log in stuck di logging in, membuat user harus reload untuk login, tidak bisa login directly after getting a warning",Mayor
Visualisasi sentiment growth score belum sesuai<br><br>-ez-,Mayor
Belum ada button download file pdf dan excell<br><br>-ez-,Mayor
Time Series tidak sesuai dengan data yang ada pada tabel,Mayor
Tampilan web belum sesuai dengan mock up,Minor
Bank BCA ada 2. tapi pas pilih isinya beda,Minor
"1. belum ada vallidasi D01 jika dbuat tidak sesuai<br><br>2. Nama Kolom 2 belum sesuai strukdat&nbsp;<br><br>3. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br><br>4. Kolom 3 seharusnya muncul pesan error kalo kode komponen&nbsp;4210, 4220, 4221, 4222, 4299 dan 4292 wajib kosong",Mayor
Penamaan tanggal pada Overview TLHP menggunakan singkatan (SS1),Kosmetik
ada perbedaan kata antara email yang di terima dengan log gagalnya ,Kosmetik
tampilan pada web belum sesuai mockup,Minor
belum ada alert apakah data berhasil disimpan atau belum,Minor
"Pada form detail ketika pilih lebih dari satu topik, field topik menjadi kosong tidak tersimpan",Minor
tidak ada notifikasi gagal (spesifik pesan) <br>pada saat proses pengiriman ,Mayor
belum ada pesan validasi yang muncul untuk file &gt; 20MB<br><br>cek semua validasi sejenis untuk form pdf,Mayor
"1. belum ada vallidasi D01 jika dbuat tidak sesuai<br><br>2. nama kolom 2 tidak sesuai strukdat, referensi seharusnya jangan kode tapi didefinisikan sesuai form<br><br>3. belum ada validasi terkait form 1004 dan 1008 disampaikan hanya header maka nilai dikosongkan",Mayor
1. belum ada vallidasi D01 jika dbuat tidak sesuai<br><br>2. Nama Kolom 2 belum sesuai strukdat&nbsp;<br><br>3. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br>,Mayor
Penamaan yang sama untuk menu RINCIAN KASUS PROFIL INVESTOR namun berbeda dengan isi datanya.,Minor
"1. data kolom seharusnya kosong pada hasil download pdf maupun excel<br><br>2. keterangan periode, kantor ojk dan bank belum ada",Mayor
button belum sesuai dengan mockup (SS1),Kosmetik
SP dan Pemeriksaan seharusnya di bawah Siklus RBS,Kosmetik
Nama KH dan Kantor KH tidak terpisah,Minor
Pada T.1.1 tanggal progress TLHP terkini seharusnya mulai dari yang terbaru (SS1),Kosmetik
"1.Berhasil nambah data pada kertas kerja dan muncul alert, tetapi data tidak tersimpan pada form kertas kerja (G1)<br><br>2.Label typo (G2)",Mayor
1. nama kolom belum rata tengah<br><br>2. nama kolom berbeda antara aplikasi dan template<br><br>3. axis label belum sesuai,Kosmetik
"Pada form input tambah progress TLHP, kolom Tanggal Jatuh Tempo bisa diisi lebih kecil dari pada Tanggal Reminder&nbsp;&nbsp;",Mayor
Tidak bisa generate surat dari SIPENA (SS01),Minor
"Tidak bisa generate surat dari SIPENA berikut nomor surat : 
ND-460/MS.14/2025",Mayor
Tanggal Jatuh Tempo dan Tanggal Reminder tidak ada validasi. Mengakibatkan tanggal Reminder bisa melewati Tanggal Jatuh Tempo  (SS01),Mayor
kesalahan penulisan menu administrasi,Kosmetik
Filter berdasarkan semua fields hanya muncul berdasarkan tanggal jatuh tempo dan progress saja sedangkan terdapat tanggal pembuatan yang belum terfilter,Minor
Pada form input&nbsp; tambah detail progress di kolom Tanggal Surat bisa diisi lebih besar dari pada Tanggal Diterima&nbsp;,Mayor
Tanggal Diterima bisa lebih rendah dari Tanggal Surat. Validasi hanya ada di tanggal tidak di bulan dan tahunnya. (SS01)<br>,Mayor
penamaan tidak konsisten pada rekap tindak lanjut dan overview,Kosmetik
Muncul notifikasi alert saat melakukan upload file,Mayor
"Ketika topik diisi lebih dari satu, seteleh disimpan menjadi kosong(SS01)<br>",Minor
"Tampilan nama user pada aplikasi client tidak sesuai, login menggunakan apolo.sit002@gmail.com tapi muncul bprsdummy (tidak sesuai)",Minor
Filter berdasarkan berdasarkan fields pembuatan terdapat 3 data apabila diisi semua field hanya terdapat 2 data.,Minor
Format Penulisan Tanggal Belum DD-MM-YYYY (SS01),Kosmetik
1. nama kolom belum rata tengah<br><br>2. nama kolom berbeda<br><br>3. nama sumbu berbeda dengan template,Kosmetik
data pada chart belum sesuai dengan data pada tabel,Mayor
setelah login sebagai user internal footnote belum sesuai,Kosmetik
"Export pdf data yg tampil blm sesuai denga web (terutama pada Total Aset, rasio2 dan peringkat TKS) mohon urutkan juga periode data yg tampil dengan yg hasil export<br>",Mayor
1. header kolom berbeda dengan template<br><br>2. nama kolom belum rata tengah,Kosmetik
Modal inti harusnya nominal bkn persentase,Mayor
nama kolom belum rata tengah,Kosmetik
"Saat melakukan aksi edit pada menu report profil investor untuk melakukan ubah data Nama Efek, namun setelah data berhasil saat kembali data perubahan tidak tersimpan.",Mayor
header kolom belum sesuai template,Minor
Tidak bisa simpan hasil generate surat sipena. Pesan terjadi kesalahan. (SS01),Mayor
Data pada kolom tidak sesuai dengan di popup (SS01),Minor
Tidak bisa simpan data dari hasil generate SIPENA,Mayor
Pada kolom PIC data tidak sesuai dengan isi data yang ada di pop up,Minor
1. nama kolom belum rata tengah<br><br>2. nama kolom belum sesuai,Kosmetik
"file yang di download pada beranda pemantauan tidak sesuai dengan yang ada pada page dan template.
",Minor
"&nbsp;Belum terdapat item data Kantor KH, Probabilty Index, Impact Index, Risk Impact, Supervisory Rating, Supervisory Attention pada Tabel",Mayor
"ada form yang ditampilkan 2 kali, cek seluruhnya",Mayor
seharusnya bisa disampaikan hanya header (cek strukdat),Mayor
seharusnya bisa disampaikan hanya header (cek strukdat),Mayor
"1. Nama Kolom 2 belum sesuai strukdat&nbsp;<br><br>2. Urutan pesan error blm sesuai<br><br>3. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br><br>4. Pesan error yg muncul blm sesuai terkait ""Kategori B boleh laporkan header (H01) saja""",Mayor
"1.Label belum sesuai<br>pada mock up:
<br>-pada web: Tanggal Buat<br><br>-pada mock up: <br>Tanggal Dibuat,&nbsp;<br><br>2.Ketika&nbsp; tambah sektor, pada web terdapat mandatory sedangkan pada mock up tidak terdapat.&nbsp;<br>",Minor
" nama kolom 2 tidak sesuai strukdat, referensi seharusnya jangan kode tapi didefinisikan sesuai form",Minor
1. header kolom belum sesuai dengan template<br><br>2. urutan definisi belum sesuai,Kosmetik
Kolom Nilai Perolehan Agunan Pada Saat Diambil Alih/Harga Pengambilalihan pada hasil download belum ada,Mayor
1. Nama Kolom 2 belum sesuai strukdat&nbsp;<br><br>2. Urutan pesan error blm sesuai<br><br>3. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br><br>4. Seharusnya pesan error yg muncul untuk kode komponen 5299 pada kolom nilai parameter dapat dikosongkan/optional (SS),Mayor
Tidak ada catatan logout,Minor
"1. nama kolom 2 tidak sesuai strukdat, referensi seharusnya jangan kode tapi didefinisikan sesuai form<br><br>2. nama kolom 8 belum sesuai strukdat<br><br>3. sandi referensi kolom 5 untuk 340 dan 350 masih belum lolos validasi, cek semua sandi",Mayor
1. Nama Kolom 2 belum sesuai strukdat&nbsp;<br><br>2. Urutan pesan error blm sesuai<br><br>3. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br>,Minor
"1. chart melebihi frame<br><br>2. nama kolom <b>""Content""</b> belum center<br><br>3. Perbedaan penamaan kolom dengan mockup<br>",Kosmetik
"1. Belum ada filter tanggal tiket
<br><br>2. belum ada chart compliants by location<br><br>3. chart sentiment growth tidak sesuai mockup. pada mockup dimulai dari 0 sedangkan di aplikasi dimulai dari -100<br>",Mayor
"pada field upload terdapat ""upload image"" namun pada keterangan field tercantum file hanya PDF",Mayor
nama profile tidak sesuai dengan user login,Minor
"Filter Tanggal Pembuatan TLHP, data dengan tanggal sama dengan end date tidak tampil (SS01)",Minor
"ketika pengiriman data koreksi dengan nomor surat menggunakan template dan client terbaru, tetapi sepertinya etl membaca no surat di kolom lain",Mayor
Kolom Link pada Hasil Ekspor Menampilkan Tag HTML Mentah (SS01)<br>,Minor
"Filter Tanggal Pembuatan TLHP, data dengan tanggal sama dengan end date tidak tampil (SS01)",Minor
Saat Kirim Data muncul notif error,Mayor
"1. Penomoran tabel nama pengirim belum berurutan dari page 1 ke page 2
<br><br><br>&nbsp;2. Penomoran tabel nama penerima belum berurutan dari page 1 ke page 2
",Minor
1. tampilan nama kolom belum sesuai template untuk tks smt 1 dan 2<br><br>2. belum ada sub nama kolom LAB,Kosmetik
"kolom ""jatuh Tempo"" pada file yang di download seharusnya ""Jatuh Tempo""",Kosmetik
"Pada Field ""ID Sektor &amp; Kode Sektor"" dapat di edit, pada skenario ""ID Sektor"" tidak dapat di edit.",Mayor
"&nbsp;1. Pesan error yg muncul blm sesuai terkait ""Kategori B boleh laporkan header (H01) saja""<br><br>2. Seharusnya muncul pesan error apabila kolom modal inti blm sesuai dengan kategori&nbsp;<br><br>Tolong adjust ke semua form berikut",Mayor
1. Urutan pesan error blm sesuai<br><br>2. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br>,Minor
1. Urutan pesan error blm sesuai<br><br>2. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br>,Minor
Adjust ke semua form terkait kolom kode komponen pesan error yang muncul menggunakan nama referensinya<br><br>,Minor
"Pada Filter Overview Tanggal Pembuatan TLHP,  belum sesuai dengan data rekap tindak lanjut . Pada Rekap tidak lanjut terdapat 5 industri sedangkan overview hanya 4.",Minor
"Sistem belum berhasil menampilkan data ""Group Perizinan"" nya (SS1)<br><br>SS terlampir",Mayor
"1. Pesan kesalahan kolom 7 tidak sesuai
<br><br>2. Kolom 8 dapat diisi karakter selain yang ditentukan strukdat",Mayor
"Saat melakukan kirim data melalui Client muncul notifikasi ""Aplikasi perlu diperbaharui""",Mayor
sumbu Jumlah Bulan Laporan belum ada,Mayor
Sumbu Month-Year seharusnya Jumlah Bulan Laporan,Kosmetik
"1. Jumlah header label tidak sama dan tata letak label dan naming pada mock up ""ID Sub Sektor, pada web ""Sub Sektor Id"" ( belum sesuai. (G1)<br><br>2.Pada menu ""Tambah Sub Sektor"" :<br>-Tidak terdapat mandatory pada mock up, pada web terdapat<br><br>-Label ""status"" tidak sejajar dengan yang lain (g2)",Minor
pada kolom 3 ketika dimasukin angka selain dari angka yg diperbolehkan tetap lolos validasi,Mayor
data yang dikirimkan koreksi semesteran tetapi pada versi upload tertulis pengkinian,Minor
"Pada input detail Rapat Eksekutif , Upload dokumen Pendukung pada kolom pengirim , pilih pengirim dengan filter internal, isi jabatan terdapat error (SS1)",Mayor
Download file excel dan PDF pada kolom Link tidak sesuai dengan yang ada pada aplikasi (SS1),Minor
"1.Berhasil menambahkan data tetapi data pada form ""Sektor"" tidak ada.<br><br>",Mayor
1. Urutan pesan error blm sesuai<br><br>2. Kolom 2 itu kode komponen sudah disepakati untuk nama referensinya&nbsp;<br>,Minor
semua form sudah kategori B namun muncul pesan berbeda dengan form lain,Mayor
"-pada skenario hanya ""Sub Sektor &amp; Status"" dapat di edit sedangkan pada web semua field bisa di edit. Setelah berhasil edit, pada form ""sektor"" tidak muncul datanya.",Mayor
ketika melakukan tambah data lalu klik save change data tidak tersimpan ,Mayor
"Saat ingin melakukan aksi menghapus data Trading ID, namun pop up yang muncul akan menyimpan data ini, bukan menghapus.",Mayor
1. Pesan sandi referensi kolom 2 menampilkan kata Syariah<br><br>2. Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
"Saat ingin melakukan aksi menghapus data CP Trading ID, namun pop up yang muncul akan menyimpan data ini, bukan menghapus.",Mayor
"1.Tata letak ""Sektor"" tidak ada dropdown sedangkan pada mock up terdapat dropdown.
<br><br>2.Tata letak ""Sektor &amp; Sub Sektor ID"" belum sesuai mock up dan penamaan ""Sub Sektor Id"" belum sesuai mock up. <br><br>3.Pada mock up tidak terdapat ""ID Sektor"" pada web terdapat.",Mayor
"Saat ingin melakukan aksi menghapus data jenis keterkaitan, namun pop up yang muncul akan menyimpan data ini, bukan menghapus.",Mayor
"pada hasil download tidak ada notif ""Terdapat % NPL/NPF KUR Bermasalah di atas 5% selama 6 bulan berturut-turut!""<br>",Minor
1. penamaan data record berbeda dengan template<br><br>2. mohon untuk Total Kredit diubah menjadi <b>Total Kredit/Pembiayaan</b>,Kosmetik
"Ketika search&nbsp;query bank, hasil data yang di search&nbsp;tidak muncul (SS1)<br>SS terlampir",Mayor
1. Nama kolom 3 belum sesuai<br><br>2. Kolom 5 dan 7 nama sandi belum didefinisikan<br><br>3. Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
Pada fungsi upload belum terdapat validasi batasan ukuran dan batasan format apa saja yang diizinkan,Mayor
Belum bisa melakukan export excel,Mayor
1. header terpotong<br><br>2. margin terlalu mepet ke tepian,Kosmetik
nama kolom belum tergenerate seperti pada aplikasi,Mayor
"1. Pesan sandi kesalahan pada kolom 5, 6, 7 belum didefinisikan<br><br>2. Jika baris kosong lebih dari 1 muncul error kesalahan validasi",Mayor
1. Nama sandi referensi kolom 2 belum sesuai strukdat<br><br>2. Jika baris kosong lebih dari 1 muncul error kesalahan validasi<br><br>3. Panjang maksimal kolom 4 belum sesuai strukdat,Mayor
1. Jika baris kosong lebih dari 1 muncul error kesalahan validasi<br><br>2. Nama Sandi referensi kolom 2 belum sesuai strukdat<br><br>3. Nama Sandi referensi kolom 7 belum didefinisikan,Mayor
"saat tanggal kirim diisi dengan <b>tanggal lebih besar dari hari ini, dan telah diperbaiki, validasi salah ttp muncul </b>padahal data sdh tampil dan sesuai",Mayor
"- Pada ""Master Sub Sub Sektor"" mock up tidak terdapat Mandatory, sedangkan pada web terdapat mandatory. Belum sesuai",Mayor
"tidak ada keterkaitan antara hasil pencarian dengan yang dicari, saat akan mencari salah satu nama nasabah tapi nama lain juga ikut muncul",Mayor
"Penamaan antara data parameter profil investor  (NAMA NASABAH) dengan data profil investor (NAMA) berbeda, mohon disamakan",Kosmetik
"1. Judul tabel mohon dibuat center<br>2. Hasil download tidak sesuai <b>jabatan kosong, Hubungan&nbsp;</b>untuk sample robby<br>",Mayor
1. Nama Sandi Referensi kolom 2 belum sesuai strukdat<br><br>2. Nama Sandi referensi kolom 7 belum didefinisikan<br><br>3. Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
judul kolom belum center,Kosmetik
"Berhasil menambahkan data, tetapi pada form data tidak muncul",Mayor
Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
Filter belum sesuai parameter input (ss1)<br><br>mohon ditambahkan data yang masih kosong untuk melihat bar chart lainnya (ss2)<br>,Mayor
1. Nama Sandi referensi kolom 2 belum sesuai strukdat<br><br>2. Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
Field Nama Jenis Gratifikasi yang diterima bisa dikosongkan,Mayor
"1. Informasi di aplikasi batas mak 50mb tapi muncul notifikasinya hanya 30mb<br><br>2. Ketika upload file selain extension yang diizinkan misal upload format (.txt, .ppt, .png) masih menampilkan notifikasi ""Data Berhasil Disimpan""",Mayor
Field Nama Jenis Pemberi Gratifikasi bisa dikosongkan,Mayor
1. Kolom 5 sandi referensi belum didefinisikan<br><br>2. Jika baris kosong lebih dari 1 muncul error kesalahan validasi,Mayor
